ID	Gmina	day	month	year	reported_time	localisation	species	weight
1	KRAKOW	1	1	2019	12:56	Śliwiaka	birds	5
2	KRAKOW	1	1	2019	13:07	Tischnera	dog	25
3	KRAKOW	1	1	2019	18:20	29 red foxtopada	red fox	13
4	KRAKOW	2	1	2019	7:22	Bora-Komorowskiego	domestic cat	7
5	KRAKOW	2	1	2019	10:58	Winnicka	wild boar	8
6	KRAKOW	3	1	2019	20:38	Jaremy 23-25	domestic cat	1
7	KRAKOW	4	1	2019	21:38	Na Zakolu wisły	birds	3
8	KRAKOW	4	1	2019	22:38	Jana Pawła II	roe deer	26
9	KRAKOW	5	1	2019	19:06	Nowohucka	red fox	5
10	KRAKOW	7	1	2019	10:05	Żołnierska	birds	5
11	KRAKOW	7	1	2019	11:43	Ogrodnicza 5A	domestic cat	5
12	KRAKOW	7	1	2019	13:36	Krowoderska 55-57	domestic cat	5
13	KRAKOW	8	1	2019	3:13	Podbipiety	wild boar	9
14	KRAKOW	8	1	2019	18:24	Winnicka	dog	10
15	KRAKOW	9	1	2019	7:16	Białopradnicka 21	domestic cat	
16	KRAKOW	10	1	2019	6:31	Jasnogorska	roe deer	30
17	KRAKOW	10	1	2019	8:09	Tyniecka  151	roe deer	31
18	KRAKOW	10	1	2019	17:05	Kościelnicka 1A-1B	roe deer	
19	KRAKOW	11	1	2019	16:35	Strażacka 31C	roe deer	27
20	KRAKOW	12	1	2019	6:50	Igolomska 98	domestic cat	3
21	KRAKOW	13	1	2019	11:30	Nowolipki	birds	1
22	KRAKOW	14	1	2019	6:42	Rączna 66B	domestic cat	5
23	KRAKOW	14	1	2019	13:23	Szkolne 30	domestic cat	5
24	KRAKOW	14	1	2019	21:35	Kocmyrzowska	dog	29
25	KRAKOW	16	1	2019	17:15	Św. Sebastiana 17	domestic cat	5
26	KRAKOW	16	1	2019	23:12	Opolska	red fox	10
27	KRAKOW	17	1	2019	5:44	Ks. Józefa 253	domestic cat	5
28	KRAKOW	17	1	2019	20:06	Stolarza 11	domestic cat	3
29	KRAKOW	18	1	2019	10:05	Siarczanogórska 26D	domestic cat	7
30	KRAKOW	19	1	2019	10:17	Słowackiego/Kamienna	domestic cat	2
31	KRAKOW	19	1	2019	19:44	Rydlówka 34	domestic cat	3
32	KRAKOW	20	1	2019	18:48	Al. Powstańców Ślaskich	birds	5
33	KRAKOW	21	1	2019	9:28	Łokietka	domestic cat	5
34	KRAKOW	21	1	2019	12:21	Białoprądnicka 29	domestic cat	5
35	KRAKOW	22	1	2019	9:54	Mała Góra/Bieżanowska	domestic cat	3
36	KRAKOW	22	1	2019	15:29	Pułłanki	red fox	7
37	KRAKOW	25	1	2019	8:22	Jana Pawła II/Centrum D 8	domestic cat	
38	KRAKOW	26	1	2019	7:38	Taklińskiego	red fox	8
39	KRAKOW	26	1	2019	11:31	Jasnogórska/Ojcowska	roe deer	22
40	KRAKOW	26	1	2019	15:50	Myslenicka	birds	10
41	KRAKOW	26	1	2019	18:50	Tyniecka  151	wild boar	52
42	KRAKOW	27	1	2019	6:54	Śliwiaka	roe deer	26
43	KRAKOW	27	1	2019	19:38	Fredry	domestic cat	2
44	KRAKOW	28	1	2019	2:54	Rondo Barei/Polsadu	domestic cat	3
45	KRAKOW	28	1	2019	20:00	Poznańska 43A	domestic cat	3
46	KRAKOW	29	1	2019	7:44	Igolomska 98	dog	
47	KRAKOW	29	1	2019	18:29	Bernardyńska 8	domestic cat	3
48	KRAKOW	29	1	2019	20:22	Mackiewicza 3A	birds	1
49	KRAKOW	30	1	2019	7:06	Wielicka/wolska	red fox	
50	KRAKOW	30	1	2019	9:05	Ks. Józefa 253	domestic cat	
51	KRAKOW	30	1	2019	12:16	Podbipiety 72	wild boar	50
52	KRAKOW	30	1	2019	15:37	Łokietka	roe deer	
53	KRAKOW	30	1	2019	16:06	Heila 12	dog	
54	KRAKOW	31	1	2019	7:24	Dozynkowa 81	roe deer	
55	KRAKOW	31	1	2019	8:17	Cegielniana 17-19	domestic cat	
57	KRAKOW	31	1	2019	20:35	Norymberska	hare	
83	KRAKOW	1	2	2019	7:16	Puszkarska	red fox	7
84	KRAKOW	1	2	2019	11:06	Stelmachów/Jordanowska	wild boar	15
85	KRAKOW	1	2	2019	11:12	Ptaszyckiego	red fox	0
86	KRAKOW	2	1	2019	11:13	Bulwarowa 	domestic cat	2
87	KRAKOW	2	1	2019	12:45	Nad Fosą 15	wild boar	1
88	KRAKOW	3	1	2019	11:45	Winnicka	roe deer	25
89	KRAKOW	4	2	2019	16:41	Dozynkowa 140	roe deer	
90	KRAKOW	4	2	2019	17:41	Kocmyrzowska 43	red fox	
91	KRAKOW	5	2	2019	18:09	Dobrego Pasterza przy kościele	domestic cat	
92	KRAKOW	6	2	2019	8:26	Norymberska	roe deer	12
93	KRAKOW	6	2	2019	12:13	Gaik	red fox	
94	KRAKOW	6	2	2019	12:24	Dobrego Pasterza	domestic cat	5
95	KRAKOW	6	2	2019	19:01	Kamieńskiego	domestic cat	2
96	KRAKOW	6	2	2019	22:35	Sdomestic catnicka	dog	7
97	KRAKOW	7	2	2019	7:34	Dunajewskiego	domestic cat	
98	KRAKOW	7	2	2019	9:47	Al.. Pokoju	domestic cat	3
99	KRAKOW	7	2	2019	10:56	Rączna 43	domestic cat	5
100	KRAKOW	7	2	2019	12:52	Dożynkowa	roe deer	20
101	KRAKOW	7	2	2019	13:35	Fedkowicza	dog	30
102	KRAKOW	7	2	2019	13:52	hedgehogiorko 12	roe deer	20
103	KRAKOW	7	2	2019	14:48	hedgehogiorko 	dog	7
104	KRAKOW	7	2	2019	16:19	Dziekanowicka	roe deer	5
105	KRAKOW	7	2	2019	19:48	Łutnia	wild boar	80
106	KRAKOW	7	2	2019	22:30	Powstańców	domestic cat	2
107	KRAKOW	8	2	2019	7:10	Krzemieniecka 40	roe deer	35
108	KRAKOW	8	2	2019	13:43	Ks.Józefa	wild boar	11
109	KRAKOW	8	2	2019	14:17	Łutnia 57	roe deer	20
110	KRAKOW	8	2	2019	18:14	Lubocka 141	dog	4
111	KRAKOW	9	2	2019	9:19	Dożynkowa 81	roe deer	13
112	KRAKOW	9	2	2019	12:27	Golikówka	dog	10
113	KRAKOW	10	2	2019	13:15	Glinik 45	domestic cat	4
114	KRAKOW	11	2	2019	11:31	Ptaszyckiego	red fox	7
115	KRAKOW	12	2	2019	7:48	Pszczelna 13	domestic cat	
116	KRAKOW	12	2	2019	11:40	Ptaszyckiego 25	red fox	
117	KRAKOW	12	2	2019	18:19	Dożynkowa 81	roe deer	29
118	KRAKOW	12	2	2019	20:10	Raczkiewicza	wild boar	39
119	KRAKOW	13	2	2019	9:10	Krowoderska 74	domestic cat	5
120	KRAKOW	13	2	2019	18:32	Rączna/Półłanki	roe deer	30
121	KRAKOW	13	2	2019	19:06	Balicka	domestic cat	3
122	KRAKOW	14	2	2019	12:28	Warzewskiego 46	domestic cat	
123	KRAKOW	14	2	2019	13:33	Tamana Dąbiu/Bulwary	birds	3
124	KRAKOW	14	2	2019	14:06	Bazarowa 1	birds	7
125	KRAKOW	15	2	2019	15:08	Piasta Kołodzieja	domestic cat	5
126	KRAKOW	15	2	2019	20:16	Łokietka/Chabrowa	domestic cat	
127	KRAKOW	17	2	2019	19:13	Chaubińskiego 132	roe deer	15
128	KRAKOW	18	2	2019	7:53	Podbipięty 51	hare	4
129	KRAKOW	18	2	2019	15:15	Unruga 12A	birds	1
130	KRAKOW	18	2	2019	18:25	Niewodniczańskiego 122	roe deer	25
131	KRAKOW	18	2	2019	19:58	Igolomska	wild boar	70
132	KRAKOW	18	2	2019	21:24	Łokietka	roe deer	
133	KRAKOW	19	2	2019	6:05	Wadowicka	domestic cat	5
134	KRAKOW	19	2	2019	19:46	Ceipłownicza	roe deer	25
135	KRAKOW	20	2	2019	6:20	Pilotów2	domestic cat	
136	KRAKOW	20	2	2019	21:37	Ks.jozefa/Białe Wzgorze	domestic cat	2
137	KRAKOW	20	2	2019	23:58	Glogera 22	roe deer	25
138	KRAKOW	21	2	2019	9:34	Orla 14	domestic cat	5
139	KRAKOW	21	2	2019	12:50	Podole 	red fox	7
140	KRAKOW	21	2	2019	15:52	Na Zrębie	domestic cat	5
141	KRAKOW	22	2	2019	12:52	Ludwinowska	weasel	1
142	KRAKOW	23	2	2019	11:30	Młodości 9	domestic cat	2
143	KRAKOW	24	2	2019	9:14	Igołomska/Brzeska	domestic cat	2
144	KRAKOW	25	2	2019	6:13	Saska	domestic cat	5
145	KRAKOW	25	2	2019	9:54	Beskidzka 2	domestic cat	3
146	KRAKOW	25	2	2019	14:11	Dożynkowa 52-54	domestic cat	5
147	KRAKOW	25	2	2019	14:45	Augustińska	domestic cat	5
148	KRAKOW	25	2	2019	17:10	Pod mostem Piłsudskiego	birds	0
149	KRAKOW	25	2	2019	18:43	Słomczyńskiego 12	domestic cat	2
150	KRAKOW	25	2	2019	19:09	Tyniecka	wild boar	32
151	KRAKOW	26	2	2019	9:51	Słowackiego 4	domestic cat	5
152	KRAKOW	26	2	2019	10:54	Brzeska 13	roe deer	25
153	KRAKOW	26	2	2019	14:33	Rybitwy	domestic cat	5
154	KRAKOW	26	2	2019	16:33	Przy Moście	roe deer	12
155	KRAKOW	26	2	2019	19:12	Tyniecka 115	wild boar	160
156	KRAKOW	27	2	2019	7:25	Brzeska	domestic cat	3
157	KRAKOW	27	2	2019	7:25	Brzeska	dog	5
158	KRAKOW	27	2	2019	9:47	Prosta/Wielicka	dog	21
159	KRAKOW	27	2	2019	16:12	Jasnogórska	domestic cat	5
160	KRAKOW	28	2	2019	9:36	Kamieńskiego	dog	5
202	KRAKOW	1	3	2019	6:44	29 red foxtopada	red fox	4
203	KRAKOW	1	3	2019	12:29	Kobierzyńska 168	domestic cat	5
204	KRAKOW	1	3	2019	12:49	Biskupińska 13	birds	
205	KRAKOW	1	3	2019	13:13	Monte Cassino 17	domestic cat	5
206	KRAKOW	1	3	2019	17:36	Olszanicka 	domestic cat	0
207	KRAKOW	1	3	2019	18:57	Tetmajera/Łupaszki	domestic cat	0
208	KRAKOW	1	3	2019	19:17	Brozka	domestic cat	0
209	KRAKOW	1	3	2019	21:59	Wielicka	dog	30
210	KRAKOW	2	3	2019	20:40	Górników 3	birds	2
211	KRAKOW	2	3	2019	20:40	Górników 3	birds	2
212	KRAKOW	3	3	2019	15:26	Sołtysowska 47	domestic cat	3
213	KRAKOW	3	3	2019	16:39	Norymberska	roe deer	22
214	KRAKOW	4	3	2019	9:05	Łowińskiego 5	domestic cat	5
215	KRAKOW	4	3	2019	13:58	Borsucza	domestic cat	5
216	KRAKOW	4	3	2019	16:48	Wielicka	domestic cat	
217	KRAKOW	5	3	2019	7:35	Malborska/Kamieńskiego	domestic cat	
218	KRAKOW	6	3	2019	8:57	 Most Zwierzyniecki	domestic cat	5
219	KRAKOW	6	3	2019	18:01	Moczydło 18	domestic cat	5
220	KRAKOW	6	3	2019	21:43	Czarnowiejska	domestic cat	3
221	KRAKOW	7	3	2019	8:04	Kocmyrzowska	domestic cat	5
222	KRAKOW	7	3	2019	10:13	Glinik 92A	domestic cat	5
223	KRAKOW	7	3	2019	17:09	Olszanicka/Pod skałą 	dog	14
224	KRAKOW	7	3	2019	18:06	Łużycka 105	dog	15
225	KRAKOW	8	3	2019	7:31	Z. Herberta	domestic cat	
226	KRAKOW	8	3	2019	9:06	Dobrowolskiego 29-31	domestic cat	
227	KRAKOW	8	3	2019	12:45	Mogilska	red fox	
228	KRAKOW	8	3	2019	14:29	Przy Arce 13	birds	1
229	KRAKOW	9	3	2019	7:21	Ks.Józefa 220	roe deer	29
230	KRAKOW	9	3	2019	10:04	Dereniowa 2	birds	1
231	KRAKOW	9	3	2019	11:29	Winnicka 40	domestic cat	
232	KRAKOW	9	3	2019	12:32	Kapelanka	birds	
233	KRAKOW	9	3	2019	13:00	Plażowa	wild boar	15
234	KRAKOW	9	3	2019	18:20	Dobrowolskiego29A	domestic cat	3
235	KRAKOW	9	3	2019	21:23	Wielicka	hedgehog	
236	KRAKOW	10	3	2019	13:33	Olszanicka	badger	7
237	KRAKOW	10	3	2019	13:33	Ks.Turka 19	birds	
238	KRAKOW	10	3	2019	13:46	Bujaka/Herberta	domestic cat	3
239	KRAKOW	11	3	2019	0:48	Nowohucka	roe deer	1
240	KRAKOW	11	3	2019	12:32	Płoszczyny 1	domestic cat	5
241	KRAKOW	12	3	2019	11:25	Christo-Botewa	roe deer	18
242	KRAKOW	12	3	2019	12:29	Piasta kolodzieja45	domestic cat	
243	KRAKOW	12	3	2019	16:48	Odmętowa	birds	0
244	KRAKOW	13	3	2019	1:02	CHristo-Botewa/Śliwiaka	roe deer	20
245	KRAKOW	13	3	2019	7:37	Lubocka 125	domestic cat	5
246	KRAKOW	13	3	2019	7:37	Lubocka 125	domestic cat	5
247	KRAKOW	13	3	2019	7:37	MałaGora/Smolenia	domestic cat	5
248	KRAKOW	13	3	2019	8:22	Myśliwska12	birds	1
249	KRAKOW	13	3	2019	10:09	Kobierzyńska166	domestic cat	5
250	KRAKOW	13	3	2019	10:09	Solidarności	hare	5
251	KRAKOW	13	3	2019	12:52	Mała góra	domestic cat	5
252	KRAKOW	13	3	2019	14:42	Kobierzyńska 168	stone marten	5
253	KRAKOW	13	3	2019	20:27	Pilotów	domestic cat	3
254	KRAKOW	14	3	2019	7:38	Monte Cassino 	domestic cat	5
255	KRAKOW	14	3	2019	7:51	Armii Krajowej	domestic cat	
256	KRAKOW	14	3	2019	9:47	Jasnogórska	domestic cat	5
257	KRAKOW	14	3	2019	12:12	Armii Krajowej	domestic cat	5
258	KRAKOW	15	3	2019	17:28	Igolomska/Nenckiego	red fox	5
259	KRAKOW	16	3	2019	17:18	Widnokrąg	domestic cat	3
260	KRAKOW	16	3	2019	18:12	Dożynkowa	roe deer	20
261	KRAKOW	16	3	2019	20:39	Powstańców 16	domestic cat	3
262	KRAKOW	17	3	2019	10:42	Brzeska 5	roe deer	28
263	KRAKOW	17	3	2019	15:21	Polna/Spacerowa	dog	15
264	KRAKOW	17	3	2019	16:17	Poznańska 10	birds	1
265	KRAKOW	17	3	2019	19:16	Zapolskiej 10A	squirrel	1
266	KRAKOW	18	3	2019	9:52	Krzemieniecka	roe deer	24
267	KRAKOW	18	3	2019	11:24	Lublańska/Cembrowa	domestic cat	5
268	KRAKOW	18	3	2019	12:55	Niska 16	domestic cat	5
269	KRAKOW	18	3	2019	18:15	Tyniecka 118	wild boar	36
270	KRAKOW	19	3	2019	8:29	Brzeska 	roe deer	21
271	KRAKOW	19	3	2019	10:31	Rawild boarowskiego	domestic cat	
272	KRAKOW	19	3	2019	18:16	Mostgrunwaldzki	birds	5
273	KRAKOW	20	3	2019	9:05	Kordiana 25	domestic cat	
274	KRAKOW	20	3	2019	9:48	Zielony most	squirrel	
275	KRAKOW	20	3	2019	14:22	Polnych Kwiatów	wild boar	110
276	KRAKOW	20	3	2019	17:00	Mogilska	domestic cat	7
277	KRAKOW	20	3	2019	19:01	Na kozłówce 27	domestic cat	3
278	KRAKOW	20	3	2019	21:23	Narcyza Wiatra	roe deer	25
279	KRAKOW	21	3	2019	1:06	Ks.Józefa	badger	7
280	KRAKOW	21	3	2019	6:31	Christo Botewa	domestic cat	5
281	KRAKOW	21	3	2019	8:58	Kobierzyńska 166A	domestic cat	5
282	KRAKOW	21	3	2019	16:27	Pankiewicza	roe deer	7
283	KRAKOW	22	3	2019	8:59	Łokietka13	domestic cat	5
284	KRAKOW	22	3	2019	10:36	Wielicka 28	domestic cat	5
285	KRAKOW	22	3	2019	15:16	Rawild boarowskiego	domestic cat	5
286	KRAKOW	22	3	2019	18:53	Glogera/Żwirowa	roe deer	20
287	KRAKOW	22	3	2019	21:22	Herberta	hedgehog	1
288	KRAKOW	23	3	2019	9:17	Prokocimska	domestic cat	2
289	KRAKOW	23	3	2019	11:00	Kosocicka90A	hare	5
290	KRAKOW	23	3	2019	14:12	Balicka 276	domestic cat	3
291	KRAKOW	23	3	2019	16:41	Zielony Most	squirrel	1
292	KRAKOW	23	3	2019	17:10	Pachońskiego	squirrel	
293	KRAKOW	23	3	2019	20:50	Kodomestic catowska	roe deer	29
294	KRAKOW	24	3	2019	6:24	Ks.Józefa	roe deer	24
295	KRAKOW	25	3	2019	5:58	Powstańców Śląska	domestic cat	5
296	KRAKOW	25	3	2019	8:22	Kobierzyńska/Sasiedzka	domestic cat	1
297	KRAKOW	25	3	2019	13:15	Norymberska	roe deer	
298	KRAKOW	25	3	2019	15:55	Kosocicka98A	domestic cat	
299	KRAKOW	25	3	2019	17:23	Sodowa	red fox	12
300	KRAKOW	25	3	2019	18:47	Bogucianaka	domestic cat	
301	KRAKOW	26	3	2019	6:50	Centralna	domestic cat	3
302	KRAKOW	26	3	2019	7:58	Nowosądecka31	domestic cat	5
303	KRAKOW	26	3	2019	8:25	Nazałączu/Sołtysowska	domestic cat	3
304	KRAKOW	27	3	2019	5:51	Kobierzyńska/Zalesie	domestic cat	3
305	KRAKOW	27	3	2019	7:16	Żelazowskiego35	domestic cat	3
306	KRAKOW	27	3	2019	10:59	Kuźnicy Kołłątajowskiej	hedgehog	1
307	KRAKOW	27	3	2019	11:16	Św.Jacka	red fox	7
308	KRAKOW	27	3	2019	11:17	Lubostroń 37	birds	1
309	KRAKOW	27	3	2019	14:10	Łokietka	domestic cat	5
310	KRAKOW	27	3	2019	14:59	Park Aleskandry	dog	
311	KRAKOW	27	3	2019	16:07	Grębałowska 1 B	domestic cat	5
312	KRAKOW	27	3	2019	21:56	Balanówka15	dog	38
313	KRAKOW	28	3	2019	10:13	Zakopiańska	domestic cat	5
314	KRAKOW	28	3	2019	12:07	Urocze1	birds	
315	KRAKOW	28	3	2019	12:07	Park Aleksandry	dog	18
316	KRAKOW	28	3	2019	12:54	Urocze1 zagarażami	birds	1
317	KRAKOW	28	3	2019	16:51	Krowoderskich Zuchów 16	birds	1
318	KRAKOW	28	3	2019	21:47	Bieżanowska 40	domestic cat	0
319	KRAKOW	29	3	2019	8:12	Tyniecka 	domestic cat	5
320	KRAKOW	29	3	2019	12:24	J.Fedkowicza 6	domestic cat	5
321	KRAKOW	29	3	2019	15:40	Pachońskiego 6	domestic cat	5
322	KRAKOW	29	3	2019	21:56	Brzeska	roe deer	25
323	KRAKOW	30	3	2019	9:57	Praska62	hedgehog	1
324	KRAKOW	30	3	2019	11:43	Stojałowskiego	domestic cat	3
325	KRAKOW	30	3	2019	11:43	Ks. Józefa	birds	
326	KRAKOW	30	3	2019	18:04	Węgrzynowicka 10	domestic cat	3
327	KRAKOW	30	3	2019	21:24	Taklińskiego 83	roe deer	
328	KRAKOW	30	3	2019	21:45	Ks.Józefa54A	roe deer	
329	KRAKOW	30	3	2019	21:47	Dąbrowskiego 23	domestic cat	
330	KRAKOW	31	3	2019	1:03	Nowohucka	domestic cat	
331	KRAKOW	31	3	2019	6:18	Bora Komorowskiego	jackal	0
332	KRAKOW	31	3	2019	6:47	Ofiar Katynia	domestic cat	
333	KRAKOW	31	3	2019	9:06	Komandosów2	domestic cat	
334	KRAKOW	31	3	2019	11:20	Albertyńskie14A	birds	
335	KRAKOW	31	3	2019	17:03	Petrazyckiego	roe deer	
336	KRAKOW	31	3	2019	18:38	Podgórki29	domestic cat	
337	KRAKOW	31	3	2019	18:38	Podgórki	domestic cat	
338	KRAKOW	31	3	2019	19:56	Siarczanogorska 26 I	roe deer	
339	KRAKOW	31	3	2019	21:26	Jodłowa18	domestic cat	
549	KRAKOW	1	4	2019	6:55	Bora - Komorowskiego	red fox	3
550	KRAKOW	1	4	2019	7:26	Mistrzejowicka	domestic cat	5
551	KRAKOW	1	4	2019	8:35	Centrum B 4	birds	
552	KRAKOW	1	4	2019	10:14	Borkowska	birds	1
553	KRAKOW	1	4	2019	17:33	Mireckiego 1	rat	
554	KRAKOW	1	4	2019	22:55	Podbipiety	red fox	7
555	KRAKOW	2	4	2019	7:31	Kocmyrzowska	domestic cat	5
556	KRAKOW	2	4	2019	9:53	Myśliwska53	birds	
557	KRAKOW	2	4	2019	14:58	Starowolska	roe deer	21
558	KRAKOW	2	4	2019	16:48	Kocmyrzowska	domestic cat	
559	KRAKOW	2	4	2019	16:48	Republik iKorczakowskiej 19	birds	1
560	KRAKOW	2	4	2019	17:30	Sdomestic catnicka	wild boar	61
561	KRAKOW	2	4	2019	20:50	Ks.Józefa263	roe deer	25
562	KRAKOW	3	4	2019	11:21	TraktPadogki	roe deer	0
563	KRAKOW	3	4	2019	13:38	Wielkanocna55	wild boar	
564	KRAKOW	3	4	2019	14:46	Powstania warszawskiego	domestic cat	7
565	KRAKOW	4	4	2019	20:00	Glinik124-128	domestic cat	3
566	KRAKOW	5	4	2019	10:42	Ciepłownicza	roe deer	30
567	KRAKOW	5	4	2019	10:52	Tyniecka118	wild boar	
568	KRAKOW	5	4	2019	11:05	Marchołta49	hedgehog	1
569	KRAKOW	5	4	2019	14:48	Sawiczewskich 46	dog	
570	KRAKOW	5	4	2019	19:29	Zagrody 21	stone marten	1
571	KRAKOW	6	4	2019	10:27	Wybickiego	birds	1
572	KRAKOW	6	4	2019	12:17	Ks.Jozefa	roe deer	36
573	KRAKOW	7	4	2019	20:44	UjastekMogilski	roe deer	25
574	KRAKOW	8	4	2019	6:26	Boleslawa śmiałego50	dog	10
575	KRAKOW	8	4	2019	7:15	Forteczna	badger	7
576	KRAKOW	8	4	2019	9:51	Matematyków krakowskich162	roe deer	23
577	KRAKOW	8	4	2019	20:47	Christobotewa	roe deer	20
578	KRAKOW	8	4	2019	22:16	Mogilska	domestic cat	3
579	KRAKOW	8	4	2019	22:32	Teligi12	red fox	5
580	KRAKOW	8	4	2019	23:00	Nowohucka	roe deer	
581	KRAKOW	9	4	2019	7:26	Pasternik	domestic cat	7
582	KRAKOW	9	4	2019	9:07	Judyma31	domestic cat	5
583	KRAKOW	9	4	2019	14:52	Glogera 26	red fox	
584	KRAKOW	9	4	2019	15:11	Nowohucka	domestic cat	
585	KRAKOW	9	4	2019	16:34	Podbipięty	roe deer	21
586	KRAKOW	9	4	2019	21:13	Miłkowskiego 12/Kobierzyńska 68	domestic cat	3
587	KRAKOW	10	4	2019	6:33	Za górą	roe deer	16
588	KRAKOW	10	4	2019	9:51	Gaik	red fox	7
589	KRAKOW	10	4	2019	10:35	Łanowa	rat	1
590	KRAKOW	10	4	2019	14:49	Konopnickiej	domestic cat	5
591	KRAKOW	10	4	2019	15:12	Wielicka	domestic cat	5
592	KRAKOW	10	4	2019	15:39	Wielicka	birds	
593	KRAKOW	11	4	2019	7:45	Kobierzńska 41	wild boar	15
594	KRAKOW	11	4	2019	14:56	Trakt Padogki	wild boar	12
595	KRAKOW	11	4	2019	20:31	Forteczna	domestic cat	3
596	KRAKOW	11	4	2019	21:02	Św.Teresy	domestic cat	3
597	KRAKOW	12	4	2019	7:24	Pasternik/Rawild boarowskiego	dog	5
598	KRAKOW	12	4	2019	7:42	Jasnogórska/Ojcowska	roe deer	26
599	KRAKOW	12	4	2019	11:44	Kocmyrzowska	domestic cat	5
600	KRAKOW	12	4	2019	19:19	Zakopiańska 91B	domestic cat	2
601	KRAKOW	12	4	2019	19:57	Reymonta 23	domestic cat	3
602	KRAKOW	13	4	2019	7:40	al. Pokoju 30	hedgehog	1
603	KRAKOW	13	4	2019	8:35	Zawiła	roe deer	32
604	KRAKOW	13	4	2019	11:39	Bulwar Kurlandzki	birds	1
605	KRAKOW	13	4	2019	16:18	Gospodarska/Gryczana	domestic cat	3
606	KRAKOW	13	4	2019	17:59	Darwina 	birds	1
607	KRAKOW	14	4	2019	8:07	Borkowska	roe deer	33
608	KRAKOW	14	4	2019	9:53	Ks. Józefa	roe deer	
609	KRAKOW	14	4	2019	9:55	Podgórki 41A	badger	10
610	KRAKOW	14	4	2019	11:09	Jana Pawła II 	domestic cat	3
611	KRAKOW	14	4	2019	12:46	Olszecka	birds	
612	KRAKOW	14	4	2019	14:31	Hutnicze 6	birds	1
613	KRAKOW	15	4	2019	1:22	Jodłowa	roe deer	21
614	KRAKOW	15	4	2019	5:33	Kamieńskiego/W.Slawka	birds	1
615	KRAKOW	15	4	2019	8:36	Niemcewicza 7	squirrel	1
616	KRAKOW	15	4	2019	10:14	Brożka	hedgehog	1
617	KRAKOW	15	4	2019	13:24	Rumiankowa 19	roe deer	30
618	KRAKOW	15	4	2019	13:31	Gdyńska 19	birds	1
619	KRAKOW	15	4	2019	13:56	Podbipiety	roe deer	27
620	KRAKOW	15	4	2019	19:17	Życzkowskiego/Commarch	birds	1
621	KRAKOW	15	4	2019	20:51	Sdomestic catnicka 172	domestic cat	1
622	KRAKOW	16	4	2019	10:25	B.Śmiałego 51	roe deer	21
623	KRAKOW	16	4	2019	10:58	Kocmyrzowska 7	dog	12
624	KRAKOW	16	4	2019	11:03	Tyniecka/NadCzerną	roe deer	
625	KRAKOW	16	4	2019	19:26	Odmętowa	roe deer	13
626	KRAKOW	16	4	2019	23:53	Konopnickiej	domestic cat	1
627	KRAKOW	17	4	2019	6:33	Morcinka	beaver	
628	KRAKOW	17	4	2019	8:46	Sielska	hedgehog	1
629	KRAKOW	17	4	2019	17:31	Bobrzyńskiego 41	domestic cat	5
630	KRAKOW	18	4	2019	8:12	Myśliwska 48	squirrel	1
631	KRAKOW	18	4	2019	11:59	Mięsowicza/Sosnowiecka	domestic cat	5
632	KRAKOW	18	4	2019	12:55	Grąby 8	domestic cat	5
633	KRAKOW	18	4	2019	15:53	Glinik124-128	domestic cat	5
634	KRAKOW	19	4	2019	7:33	Śliwiaka	roe deer	
635	KRAKOW	20	4	2019	10:25	Boruty-Spiechowicza	hedgehog	
636	KRAKOW	20	4	2019	10:40	Wyżynna	roe deer	25
637	KRAKOW	20	4	2019	17:15	Mistrzejowicka 49B	rat	1
638	KRAKOW	20	4	2019	18:17	Kołaczkowskiego	roe deer	
639	KRAKOW	20	4	2019	22:03	Branicka	roe deer	
640	KRAKOW	21	4	2019	9:01	Brzeska/Zakępie	roe deer	25
641	KRAKOW	21	4	2019	9:01	Tyniecka	roe deer	
642	KRAKOW	21	4	2019	11:20	Szlak 67	dog	3
643	KRAKOW	21	4	2019	12:26	Pomykany 12	domestic cat	3
644	KRAKOW	21	4	2019	20:57	Łowińskiegio	roe deer	25
645	KRAKOW	22	4	2019	14:30	Centralna 63	domestic cat	3
646	KRAKOW	23	4	2019	1:55	Kocmyrzowska	roe deer	35
647	KRAKOW	23	4	2019	10:31	Nowohucka	domestic cat	5
648	KRAKOW	23	4	2019	14:17	Łokietka	roe deer	25
649	KRAKOW	23	4	2019	20:55	Za górą	roe deer	15
650	KRAKOW	24	4	2019	6:03	Wyki	hedgehog	1
651	KRAKOW	24	4	2019	11:28	Drożyska 106	roe deer	21
652	KRAKOW	24	4	2019	12:07	Forteczna 84	domestic cat	5
653	KRAKOW	24	4	2019	15:55	Tyniecka 149	roe deer	25
654	KRAKOW	24	4	2019	23:40	Półłanki	red fox	10
655	KRAKOW	25	4	2019	6:19	Stella-Sawickiego	birds	0
656	KRAKOW	25	4	2019	9:44	Wielkanocna 55	roe deer	20
657	KRAKOW	25	4	2019	12:52	Podgórki 52	domestic cat	5
658	KRAKOW	25	4	2019	15:04	Dożynkowa	badger	12
659	KRAKOW	25	4	2019	18:57	Zielińskiej 20	hedgehog	1
660	KRAKOW	26	4	2019	1:57	Al. Pokoju 	roe deer	25
661	KRAKOW	26	4	2019	6:56	Krasińskiego	hedgehog	
662	KRAKOW	26	4	2019	7:22	Nowohucka/Saska	dog	
663	KRAKOW	26	4	2019	7:50	Wroclawska 91	stone marten	
664	KRAKOW	26	4	2019	8:14	Wrobela 101 A	domestic cat	5
665	KRAKOW	26	4	2019	15:14	Mydlnicka 5	red fox	7
