ID	Gmina	day	month	year	reported_time	localisation	species	weight
514	NIEPOLOMICE	24	4	2020	14:48	Wola Batorska 190	roe deer	25
515	NIEPOLOMICE	24	4	2020	15:49	Zabierzów Bocheński	roe deer	25
516	NIEPOLOMICE	27	4	2020	22:17	Zakrzów 271	roe deer	30
517	NIEPOLOMICE	28	4	2020	16:59	Wola Batorska 531	roe deer	27
518	NIEPOLOMICE	28	4	2020	21:12	Wola Batorska	roe deer	30
519	NIEPOLOMICE	29	4	2020	12:02	Niepolomice	birds	
520	NIEPOLOMICE	30	4	2020	9:34	Mokra 9	birds	
521	NIEPOLOMICE	30	4	2020	15:56	Wola Batorska	roe deer	30
652	NIEPOLOMICE	11	5	2020	14:18	Ochmanów 38	domestic cat	
653	NIEPOLOMICE	14	5	2020	15:56	Podłęże 190	roe deer	20
654	NIEPOLOMICE	1	5	2020	15:52	Chobot 7	roe deer	30
655	NIEPOLOMICE	1	5	2020	18:16	Podłęże 280	roe deer	30
656	NIEPOLOMICE	2	5	2020	19:53	Siostry Czackiej	roe deer	
657	NIEPOLOMICE	4	5	2020	10:00	Ochmanów 38	roe deer	30
658	NIEPOLOMICE	8	5	2020	21:32	Zakrzowiec	beaver	15
659	NIEPOLOMICE	16	5	2020	3:45	Wola Zabierzowska 297	roe deer	18
660	NIEPOLOMICE	18	5	2020	13:28	Ochamnów/Podłeże	roe deer	22
661	NIEPOLOMICE	19	5	2020	11:39	Zabierzów/Ochmanów	roe deer	
662	NIEPOLOMICE	22	5	2020	18:10	Wola Batorska 844	roe deer	10
663	NIEPOLOMICE	23	5	2020	7:56	Ogrodowa	domestic cat	3
664	NIEPOLOMICE	25	5	2020	9:47	Kolejowa	roe deer	21
665	NIEPOLOMICE	28	5	2020	10:23	Krakowska	domestic cat	2
666	NIEPOLOMICE	28	5	2020	10:55	Krakowska/Sportowa	domestic cat	3
667	NIEPOLOMICE	28	5	2020	11:58	Wielicka, staniątki	roe deer	15
668	NIEPOLOMICE	29	5	2020	15:41	Podłęże 268	roe deer	20
669	NIEPOLOMICE	30	5	2020	10:00	Grunwaldzka 24K/2	domestic cat	3
670	NIEPOLOMICE	30	5	2020		Bohaterów Getta	domestic cat	3
788	NIEPOLOMICE	3	6	2020	14:07	Brzeska	roe deer	20
789	NIEPOLOMICE	3	6	2020	15:26	Mokra  9	birds	
790	NIEPOLOMICE	15	6	2020	9:56	Kwiatkowskiego	hare	3
791	NIEPOLOMICE	15	6	2020	14:26	Zakrzowiec	roe deer	10
792	NIEPOLOMICE	18	6	2020	8:13	DW 964 Hotel NIEPOLOMICE	hedgehog	1
793	NIEPOLOMICE	18	6	2020	8:13	DW 964 Hotel NIEPOLOMICE	hedgehog	1
794	NIEPOLOMICE	29	6	2020	11:30	Grabska 12O	domestic cat	
795	NIEPOLOMICE	29	6	2020	16:21	Podłęże 516	birds	
796	NIEPOLOMICE	1	6	2020	11:55	Wimmera 67B	domestic cat	2
797	NIEPOLOMICE	4	6	2020	11:47	Zabierzów Boheński 497	roe deer	20
798	NIEPOLOMICE	7	6	2020	8:57	Wola Batorska 919	red fox	
799	NIEPOLOMICE	14	6	2020	2:21	Bocheńska	roe deer	
800	NIEPOLOMICE	15	6	2020	11:59	Staniątecka 22	domestic cat	3
801	NIEPOLOMICE	16	6	2020	15:36	Trudna 1	birds	4
802	NIEPOLOMICE	23	6	2020	11:31	Podłęże	domestic cat	3
803	NIEPOLOMICE	24	6	2020	9:17	Podłęże 566	roe deer	25
804	NIEPOLOMICE	25	6	2020	9:42	Wola Batorska 441	domestic cat	3
38	WIELICZKA	15	1	2020	9:00	Grajów	domestic cat	1
96	WIELICZKA	3	1	2020	8:11	Gdowska	dog	5
97	WIELICZKA	3	1	2020	8:11	Krzyszkowicka 70	domestic cat	3
98	WIELICZKA	3	1	2020	12:52	Warzycka 37	domestic cat	3
99	WIELICZKA	4	1	2020	10:45	Węgrzce Wielkie 328	wild boar	143
100	WIELICZKA	4	1	2020	10:45	Węgrzce Wielkie 460	red fox	7
101	WIELICZKA	4	1	2020	17:09	Podstolice	birds	
102	WIELICZKA	9	1	2020	11:14	Lednica Górna	roe deer	
103	WIELICZKA	9	1	2020	11:33	Byszyce	roe deer	20
104	WIELICZKA	9	1	2020	15:47	Lednica Górna	roe deer	25
105	WIELICZKA	11	1	2020	12:26	Grabie 125	roe deer	10
106	WIELICZKA	11	1	2020	13:00		racoon dog	7
107	WIELICZKA	16	1	2020	17:24	Piłsudskiego 82	domestic cat	3
108	WIELICZKA	21	1	2020	20:25	Grajów 155	roe deer	25
109	WIELICZKA	24	1	2020	17:05	Winnicka 40	roe deer	30
110	WIELICZKA	27	1	2020	9:19	podstolice 46	birds	1
111	WIELICZKA	27	1	2020	9:27	Warzycka 37	domestic cat	3
112	WIELICZKA	29	1	2020	12:58	Winnicka 40	wild boar	188
113	WIELICZKA	31	1	2020	13:13	Grabie 103	domestic cat	3
232	WIELICZKA	6	2	2020	18:57	Powstania Stczniowego	roe deer	20
233	WIELICZKA	8	2	2020	9:17	Gorzków	dog	3
234	WIELICZKA	9	2	2020	15:48	Sułułków	roe deer	20
235	WIELICZKA	9	2	2020	19:42	Raciborsko 125	roe deer	16
236	WIELICZKA	10	2	2020	13:22	Raciborsko 125	red fox	
237	WIELICZKA	11	2	2020	13:43	Grottgera	domestic cat	5
238	WIELICZKA	12	2	2020	10:13	DW 964 Raciborsko	red fox	7
239	WIELICZKA	12	2	2020	18:12	Raciborsko 91	roe deer	25
240	WIELICZKA	14	2	2020	14:49	Warzycka 37	birds	1
241	WIELICZKA	14	2	2020	18:13	Warzycka 37	domestic cat	3
242	WIELICZKA	17	2	2020	10:00	Koźmice wielkie	hare	2
243	WIELICZKA	17	2	2020	22:00	Grajów	wild boar	119
244	WIELICZKA	18	2	2020	10:37	Warzycka 37	domestic cat	3
245	WIELICZKA	19	2	2020	8:44	Grabówki 149	roe deer	25
246	WIELICZKA	20	2	2020	15:26	Grabówki 74	roe deer	
247	WIELICZKA	21	2	2020	7:54	Grabówki 74	roe deer	5
248	WIELICZKA	22	2	2020	9:46	Grabie 176	birds	1
249	WIELICZKA	22	2	2020	18:39	Mała wieś	roe deer	10
250	WIELICZKA	24	2	2020	11:57	Grabie 10	domestic cat	3
251	WIELICZKA	27	2	2020	7:19	Golkowice	roe deer	
252	WIELICZKA	29	2	2020	8:52	Koźmice Wielkie 309	roe deer	
353	WIELICZKA	2	3	2020	15:14	Kodomestic catów 237	roe deer	25
354	WIELICZKA	4	3	2020	18:13	Ochota 4B	roe deer	
355	WIELICZKA	7	3	2020	6:27	Czarnochowice 290	roe deer	
356	WIELICZKA	7	3	2020	9:42	Raciborsko 35	roe deer	23
357	WIELICZKA	8	3	2020	7:44	Dobczycka	wild boar	113
358	WIELICZKA	9	3	2020	9:00	Narutowicza	hare	3
359	WIELICZKA	10	3	2020	7:21	Podgórska 66	roe deer	25
360	WIELICZKA	10	3	2020	7:44	Kodomestic catów 922	roe deer	20
361	WIELICZKA	12	3	2020	12:24	Koźmice Wielkie 372	red fox	5
362	WIELICZKA	13	3	2020	15:43	Kodomestic catów 193	roe deer	6
363	WIELICZKA	14	3	2020	5:03	Grabówki	roe deer	15
364	WIELICZKA	14	3	2020	11:24	Gorzków 216	roe deer	10
365	WIELICZKA	15	3	2020	12:23	Raciborski	domestic cat	1
366	WIELICZKA	15	3	2020	16:04	Kodomestic catów 208	roe deer	28
367	WIELICZKA	16	3	2020	7:49	Podstolice 255	roe deer	26
368	WIELICZKA	16	3	2020	13:20	Czrnochowice 229	birds	1
369	WIELICZKA	18	3	2020	6:26	Siercza 174	roe deer	25
370	WIELICZKA	19	3	2020	10:40	Gorzków 175	domestic cat	3
371	WIELICZKA	19	3	2020	13:15	Lednica Górna 572	red fox	5
372	WIELICZKA	19	3	2020	19:00	Skolimowskiego 2	domestic cat	1
373	WIELICZKA	21	3	2020	7:44	Niepolomska DW 964	roe deer	30
374	WIELICZKA	21	3	2020	9:34	Golkowice 384	roe deer	31
375	WIELICZKA	22	3	2020	8:38	Krakowska WIELICZKA	domestic cat	2
376	WIELICZKA	22	3	2020	11:25	Kodomestic catów 165	roe deer	20
377	WIELICZKA	23	3	2020	13:39	Siercza 258	roe deer	39
378	WIELICZKA	23	3	2020	16:03	Grottgera 94	domestic cat	3
379	WIELICZKA	24	3	2020	18:12	Mała Wieś 141	roe deer	39
380	WIELICZKA	25	3	2020	1:20	Kodomestic catów 169	roe deer	
381	WIELICZKA	26	3	2020	7:48	Gdowska	dog	6
382	WIELICZKA	26	3	2020	14:27	Kodomestic catow 673	roe deer	30
383	WIELICZKA	28	3	2020	7:42	Ochota 12-15	roe deer	20
384	WIELICZKA	28	3	2020	11:02	Mietniowska 11	roe deer	20
385	WIELICZKA	28	3	2020	21:15	Jankówka 71	roe deer	20
522	WIELICZKA	1	4	2020	8:15	Grabówki	domestic cat	2
523	WIELICZKA	4	4	2020	14:39	Byszyce 172	roe deer	25
524	WIELICZKA	6	4	2020	15:45	Brzegi	roe deer	25
525	WIELICZKA	8	4	2020	9:57	Grabówki	roe deer	18
526	WIELICZKA	9	4	2020	17:09	Pawlikowice	roe deer	12
527	WIELICZKA	11	4	2020	8:34	Jankówka 41-56	roe deer	25
528	WIELICZKA	14	4	2020	13:09	Gorzków 189	roe deer	25
529	WIELICZKA	14	4	2020	21:09	Brzegi rondo misericordii	roe deer	20
530	WIELICZKA	14	4	2020	22:18	Mała Wieś 150	domestic cat	1
531	WIELICZKA	15	4	2020	10:21	Wegrzce Wielkie 506-301	hare	3
532	WIELICZKA	16	4	2020	5:39	Podstolice	roe deer	
533	WIELICZKA	16	4	2020	9:38	Czarnochowska16	roe deer	22
534	WIELICZKA	17	4	2020	19:11	Warzycka 37	birds	3
535	WIELICZKA	19	4	2020	9:04	Raciborsko 60	hare	5
671	WIELICZKA	2	5	2020	8:13	Warzycka	domestic cat	4
672	WIELICZKA	6	5	2020	13:40	Warzycka 37	domestic cat	2
673	WIELICZKA	6	5	2020	14:49	Pawlikowice	roe deer	16
674	WIELICZKA	8	5	2020	18:49	Mietniów	roe deer	24
675	WIELICZKA	8	5	2020	20:01	Byszyce	roe deer	24
676	WIELICZKA	10	5	2020	9:59	Janowice	dog	2
677	WIELICZKA	10	5	2020	17:00	Chorągwica	roe deer	25
678	WIELICZKA	11	5	2020	7:51	Koźmice Wielkie	domestic cat	
679	WIELICZKA	11	5	2020	22:54	Sułków	wild boar	113
680	WIELICZKA	12	5	2020	15:26	Warzycka	domestic cat	3
681	WIELICZKA	15	5	2020	8:08	Grajów 133	roe deer	20
682	WIELICZKA	21	5	2020	9:28	Pawlikowice 161	domestic cat	
683	WIELICZKA	21	5	2020	11:00	Węgrzce Wielkie 	birds	1
684	WIELICZKA	21	5	2020	14:38	Brzegi/Grabie	roe deer	18
685	WIELICZKA	22	5	2020	8:17	Węgrzce Wielkie 176	roe deer	25
686	WIELICZKA	24	5	2020	5:36	Gorzków cmentarz	roe deer	20
687	WIELICZKA	27	5	2020	8:39	Gorzków 174	domestic cat	3
688	WIELICZKA	28	5	2020	19:40	Koźmice Wielkie 467	roe deer	15
689	WIELICZKA	29	5	2020	12:24	Pawlikowice 67	red deer	120
690	WIELICZKA	30	5	2020	9:45	Golkowice 51A	roe deer	30
691	WIELICZKA	30	5	2020	10:06	Pawlikowice 202	domestic cat	3
805	WIELICZKA	1	6	2020	13:31	Chorągwica 175	roe deer	20
806	WIELICZKA	2	6	2020	21:00	Jankówka 74	roe deer	20
807	WIELICZKA	3	6	2020	9:58	Siercza 539	roe deer	
808	WIELICZKA	3	6	2020	9:58	Siercza 539	roe deer	
809	WIELICZKA	4	6	2020	12:50	Węgrzce Wielkie 624	roe deer	
810	WIELICZKA	4	6	2020	15:11	Węgrzce Wielkie 624	roe deer	27
811	WIELICZKA	5	6	2020	21:39	Brzegi	domestic cat	10
812	WIELICZKA	8	6	2020	9:37	Węgrzce Wielkie 195	red fox	3
813	WIELICZKA	8	6	2020	12:08	Skulimowskiego 8	roe deer	1
814	WIELICZKA	9	6	2020	16:07	Warzycka 37	domestic cat	7
815	WIELICZKA	10	6	2020	7:12	Siercza 258	roe deer	20
816	WIELICZKA	11	6	2020	9:22	Narutowicza	domestic cat	1
817	WIELICZKA	11	6	2020	9:22	Narutowicza	domestic cat	1
818	WIELICZKA	12	6	2020	6:45	Koźmice wielkie 265	roe deer	2
819	WIELICZKA	12	6	2020	6:45	Pawlikowice 212	red fox	1
820	WIELICZKA	12	6	2020	6:45	Koźmice Wielkie 560	domestic cat	
821	WIELICZKA	13	6	2020	17:52	Zabawa 161	domestic cat	4
822	WIELICZKA	15	6	2020	11:13	Siercza 161	dog	3
823	WIELICZKA	16	6	2020	19:45	Dobranowice 167	roe deer	30
824	WIELICZKA	17	6	2020	20:39	Strumiany 46	roe deer	35
825	WIELICZKA	18	6	2020	11:32	Modrzewiowa 43	domestic cat	2
826	WIELICZKA	20	6	2020	9:26	Skulimowskiego 2	hedgehog	1
827	WIELICZKA	22	6	2020	11:52	Gorzków 93	roe deer	20
828	WIELICZKA	28	6	2020	8:09	Grajów	hare	
829	WIELICZKA	29	6	2020	8:26	Czarnochowice	domestic cat	
830	WIELICZKA	29	6	2020	8:26	Chorągwica/Grajów	hare	
831	WIELICZKA	30	6	2020	12:07	Śledziejowice	hedgehog	
