Gmina	year	month	time_range	badger	beaver	birds	deer	dog	domestic.cat	goat	hare	hedgehog	horse	jackal	moose	racoon.dog	rat	red.deer	red.fox	roe.deer	squirrel	stone.marten	weasel	wild.boar	mds1	mds2	lockdown
25	KRAKOW	2019	5	0400_0800	0	0.111111111111111	0.0118343195266272	0.2	0	0.00338409475465313	0	0.0285714285714286	0.032258064516129	0	0	0	0	0	0	0.0170940170940171	0.00386100386100386	0	0	0	0	-0.180587224465118	0.29611159569373	FALSE
26	KRAKOW	2019	5	0800_1200	0	0	0.0355029585798817	0.2	0.0238095238095238	0.0186125211505922	0	0	0.0806451612903226	0	0	0	0	0	0	0.0170940170940171	0.0173745173745174	0	0	0	0.0113636363636364	-0.234141431297667	0.24632956123859	FALSE
27	KRAKOW	2019	5	1200_1600	0	0.111111111111111	0.0236686390532544	0.2	0.0238095238095238	0.00676818950930626	0	0	0.032258064516129	0	0	0	0	0	0	0	0.00579150579150579	0.0476190476190476	0	0	0	-0.194187455547173	0.31969460836481	FALSE
28	KRAKOW	2019	5	1600_2000	0	0	0.029585798816568	0	0.0119047619047619	0.00846023688663283	0	0	0.032258064516129	0	0	0	0	0.0714285714285714	0	0	0.0193050193050193	0	0	0	0.0113636363636364	-0.283762237750218	0.202275252060314	FALSE
29	KRAKOW	2019	5	2000_0000	0	0.111111111111111	0.00591715976331361	0	0.0238095238095238	0.011844331641286	0	0	0.0161290322580645	0	0	0	0	0	0	0.0170940170940171	0.00965250965250965	0	0	0	0.0227272727272727	-0.285530338615324	0.189098241559254	FALSE
30	KRAKOW	2019	6	0000_0400	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00193050193050193	0	0	0	0	0.0253936193931879	-0.223850478608488	FALSE
31	KRAKOW	2019	6	0400_0800	0	0	0.00591715976331361	0	0.0119047619047619	0.0236886632825719	0	0.0571428571428571	0.0483870967741935	0	0	0	0	0	0	0.0170940170940171	0.00772200772200772	0	0	0	0	-0.311572419968605	0.135213129693934	FALSE
32	KRAKOW	2019	6	0800_1200	0	0	0.0532544378698225	0	0	0.0203045685279188	0	0	0.0483870967741935	0	0	0	0	0.142857142857143	0	0.0256410256410256	0.00386100386100386	0.0476190476190476	0	0	0.0227272727272727	-0.25524458797823	0.322769906787815	FALSE
33	KRAKOW	2019	6	1200_1600	0	0	0.0355029585798817	0	0.0119047619047619	0.0186125211505922	0	0	0.0483870967741935	0	0	0	0	0.0714285714285714	0	0	0.00579150579150579	0	0	0	0	-0.251627421328275	0.230165599561489	FALSE
34	KRAKOW	2019	6	1600_2000	0.0769230769230769	0	0.029585798816568	0	0.0119047619047619	0.011844331641286	0	0.0285714285714286	0.032258064516129	1	0	0	0	0	0	0.0256410256410256	0.00386100386100386	0.0476190476190476	0	0	0.0113636363636364	-0.140446394662132	0.227765056255429	FALSE
35	KRAKOW	2019	6	2000_0000	0.0769230769230769	0	0.0118343195266272	0	0	0.0101522842639594	0	0	0	0	0	0	0	0	0	0	0.00965250965250965	0	0	0	0.0454545454545455	-0.221379207912417	0.171854746326399	FALSE
36	KRAKOW	2020	1	0000_0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746485	0.0035509686975101	FALSE
37	KRAKOW	2020	1	0400_0800	0	0	0	0	0	0.00338409475465313	0	0.0285714285714286	0	0	0	0	0	0.0714285714285714	0	0	0	0	0	0	0.0227272727272727	-0.21497019166641	0.238732883689916	FALSE
38	KRAKOW	2020	1	0800_1200	0	0	0.00591715976331361	0	0.0119047619047619	0.0152284263959391	0	0	0.0161290322580645	0	0	0	0	0	0	0.0170940170940171	0.0115830115830116	0.0952380952380952	0	0	0.0227272727272727	-0.316643534743767	0.157910366865741	FALSE
39	KRAKOW	2020	1	1200_1600	0	0	0	0	0.0119047619047619	0.0169204737732657	0	0.0571428571428571	0	0	0	0	0	0	0	0.0256410256410256	0.0135135135135135	0.0476190476190476	0	0	0.0113636363636364	-0.326811562241526	0.15049232512732	FALSE
40	KRAKOW	2020	1	1600_2000	0	0	0	0	0.0119047619047619	0.0152284263959391	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00579150579150579	0	0	0	0	-0.223018510894373	-0.320272669065721	FALSE
41	KRAKOW	2020	1	2000_0000	0	0	0	0	0.0119047619047619	0.00338409475465313	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00965250965250965	0	0	0	0.0113636363636364	-0.257400271231064	-0.318412518354443	FALSE
42	KRAKOW	2020	2	0000_0400	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.424422013917147	-0.133675151788925	FALSE
43	KRAKOW	2020	2	0400_0800	0.0769230769230769	0	0	0	0.0238095238095238	0.00846023688663283	0	0	0	0	0	0	0	0	0	0.0170940170940171	0.00386100386100386	0	0	0	0.0227272727272727	-0.280787075079176	0.107225320584984	FALSE
44	KRAKOW	2020	2	0800_1200	0	0	0.0355029585798817	0	0	0.0203045685279188	0	0	0	0	0	0	0	0	0	0.0170940170940171	0.0115830115830116	0.0476190476190476	0	0	0.0454545454545455	-0.288101150181407	0.191867609192655	FALSE
45	KRAKOW	2020	2	1200_1600	0	0	0.00591715976331361	0	0.0357142857142857	0.00676818950930626	0	0	0	0	0	0	0	0.0714285714285714	0	0.0256410256410256	0.00386100386100386	0.0476190476190476	0	0	0.0227272727272727	-0.290354045586927	0.213473192448136	FALSE
46	KRAKOW	2020	2	1600_2000	0	0	0.0118343195266272	0	0.0119047619047619	0.0152284263959391	0	0	0	0	0	0	0	0	0	0	0.00772200772200772	0	0	0	0.0113636363636364	-0.290456926069076	-0.173707155214433	FALSE
47	KRAKOW	2020	2	2000_0000	0.153846153846154	0	0	0	0.0238095238095238	0.00846023688663283	0	0.0285714285714286	0	0	0	0	0	0	0	0.00854700854700855	0.00965250965250965	0.0476190476190476	0	0	0	-0.234263597213063	0.219329688385397	FALSE
48	KRAKOW	2020	3	0400_0800	0	0	0.0118343195266272	0	0	0.00676818950930626	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0.0476190476190476	0	0	0.0113636363636364	-0.220865452791844	0.114287072460638	TRUE
49	KRAKOW	2020	3	0800_1200	0	0	0.0473372781065089	0	0	0.0186125211505922	0	0.0857142857142857	0	0	0	0	0	0.0714285714285714	0	0.0170940170940171	0.00579150579150579	0	0	0	0.0113636363636364	-0.263680608859179	0.240055631286602	TRUE
50	KRAKOW	2020	3	1200_1600	0	0	0.0118343195266272	0	0.0119047619047619	0.011844331641286	0	0.0285714285714286	0	0	0	0	0	0	0	0.0170940170940171	0.0115830115830116	0	0	0	0	-0.328593092781986	-0.0769490967595221	TRUE
51	KRAKOW	2020	3	1600_2000	0	0	0.0177514792899408	0	0.0119047619047619	0.0135363790186125	0	0	0.0161290322580645	0	0	0	0	0.0714285714285714	0	0	0.00965250965250965	0	0	0	0.0227272727272727	-0.295511428608622	0.168611210940999	TRUE
52	KRAKOW	2020	3	2000_0000	0	0	0.00591715976331361	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0516991356791697	-0.0213803384930138	TRUE
53	KRAKOW	2020	4	0000_0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113636363636364	-0.173116436244961	0.10326757584663	TRUE
54	KRAKOW	2020	4	0400_0800	0	0	0.00591715976331361	0	0.0238095238095238	0.0169204737732657	0	0.0571428571428571	0	0	0	0	0	0	0	0	0.0173745173745174	0	0	0	0.0113636363636364	-0.305056231120121	0.0713529831870347	TRUE
55	KRAKOW	2020	4	0800_1200	0	0	0.0236686390532544	0	0.0119047619047619	0.0253807106598985	0	0	0.032258064516129	0	0	0	0	0	0	0.0170940170940171	0.0154440154440154	0.0476190476190476	0	0	0	-0.318386582708671	0.178452897879488	TRUE
56	KRAKOW	2020	4	1200_1600	0	0	0.029585798816568	0	0.0238095238095238	0.0169204737732657	0	0	0.0161290322580645	0	0	0	0	0.0714285714285714	0	0.0341880341880342	0.00772200772200772	0	0	0	0.0113636363636364	-0.315889050033868	0.187661918841211	TRUE
57	KRAKOW	2020	4	1600_2000	0	0	0.00591715976331361	0	0.0119047619047619	0.011844331641286	0	0.0857142857142857	0.032258064516129	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0.0454545454545455	-0.285940390750284	0.179272195164387	TRUE
58	KRAKOW	2020	4	2000_0000	0	0	0	0	0.0119047619047619	0.00846023688663283	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00772200772200772	0	0	0	0.0227272727272727	-0.2979862364533	-0.229743580277269	TRUE
59	KRAKOW	2020	5	0000_0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774258	0.213170226990842	TRUE
60	KRAKOW	2020	5	0400_0800	0.0769230769230769	0	0.00591715976331361	0	0	0.011844331641286	0	0.0285714285714286	0.0483870967741935	0	0	0	0	0	0	0.0427350427350427	0.00579150579150579	0	0	0	0.0113636363636364	-0.279202490762208	0.241909323477566	TRUE
61	KRAKOW	2020	5	0800_1200	0	0	0.0177514792899408	0	0	0.011844331641286	0	0	0.0161290322580645	0	0	0	0	0	0	0.0170940170940171	0.0154440154440154	0	0	0	0.0113636363636364	-0.309549636371776	-0.00118120154788247	TRUE
62	KRAKOW	2020	5	1200_1600	0	0	0.0177514792899408	0.2	0.0238095238095238	0.0101522842639594	0	0	0.0161290322580645	0	0	0	0	0.142857142857143	0	0.00854700854700855	0.0115830115830116	0	0	0	0.0227272727272727	-0.218699675409414	0.261047393341302	TRUE
63	KRAKOW	2020	5	1600_2000	0	0	0	0	0	0.0152284263959391	0	0.0285714285714286	0.0161290322580645	0	0	0	0	0	0	0.00854700854700855	0.00579150579150579	0	0	0	0	-0.238652473658151	0.0281251039032936	TRUE
64	KRAKOW	2020	5	2000_0000	0	0	0	0	0	0.0135363790186125	0	0	0	0	0	0	0	0	0	0.0170940170940171	0.00965250965250965	0	0	0	0.0227272727272727	-0.26335438011115	-0.113129583826035	TRUE
65	KRAKOW	2020	6	0000_0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00772200772200772	0	0	0	0	0.0456422259932834	-0.263158721518868	FALSE
66	KRAKOW	2020	6	0400_0800	0	0	0	0	0	0.00676818950930626	0	0	0.0161290322580645	0	0	0	0	0	0	0.00854700854700855	0.0115830115830116	0	0	0	0.0113636363636364	-0.23572075679869	-0.115931369169799	FALSE
67	KRAKOW	2020	6	0800_1200	0	0	0.029585798816568	0	0.0238095238095238	0.0152284263959391	0	0.0285714285714286	0.0483870967741935	0	0	0	0	0	0	0.0256410256410256	0.0135135135135135	0.0476190476190476	0	0	0.0227272727272727	-0.355461686016448	0.261186523752974	FALSE
68	KRAKOW	2020	6	1200_1600	0.0769230769230769	0	0.0118343195266272	0	0.0119047619047619	0.00846023688663283	0	0	0.032258064516129	0	0	0	0	0	0	0.0170940170940171	0.00579150579150579	0.0476190476190476	0	0	0.0227272727272727	-0.320350844866534	0.25091283763812	FALSE
69	KRAKOW	2020	6	1600_2000	0	0	0.00591715976331361	0	0.0119047619047619	0.0101522842639594	0	0	0.0161290322580645	0	0	0	0	0	0	0.0170940170940171	0.00579150579150579	0	0	0	0.0113636363636364	-0.350011003620802	-0.129045466981217	FALSE
70	KRAKOW	2020	6	2000_0000	0.0769230769230769	0	0.0118343195266272	0	0.0119047619047619	0.0050761421319797	0	0.0285714285714286	0	0	0	0	0	0	0	0.00854700854700855	0.00386100386100386	0	0	0	0	-0.260019010740014	0.120922317828849	FALSE
71	NIEPOLOMICE	2019	1	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774258	0.213170226990842	FALSE
72	NIEPOLOMICE	2019	1	0800_1200	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.424422013917147	-0.133675151788925	FALSE
73	NIEPOLOMICE	2019	1	1200_1600	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.424422013917147	-0.133675151788925	FALSE
74	NIEPOLOMICE	2019	1	1600_2000	0	0	0.00591715976331361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0878843047073117	0.0834140430505223	FALSE
75	NIEPOLOMICE	2019	1	2000_0000	0	0	0.00591715976331361	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0516991356791698	-0.0213803384930138	FALSE
76	NIEPOLOMICE	2019	2	0400_0800	0	0	0.00591715976331361	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.193849889123192	-0.0678175958323324	FALSE
77	NIEPOLOMICE	2019	2	0800_1200	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0.0256410256410256	0.00579150579150579	0	0	0	0	-0.194328054240095	-0.228383195684944	FALSE
78	NIEPOLOMICE	2019	2	1200_1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774257	0.213170226990842	FALSE
79	NIEPOLOMICE	2019	2	1600_2000	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.423069980637598	0.0315317836059749	FALSE
80	NIEPOLOMICE	2019	2	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774258	0.213170226990842	FALSE
81	NIEPOLOMICE	2019	3	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746485	0.00355096869751014	FALSE
82	NIEPOLOMICE	2019	3	0800_1200	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.424422013917147	-0.133675151788925	FALSE
83	NIEPOLOMICE	2019	3	1200_1600	0	0	0	0.2	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00193050193050193	0	0	0	0	-0.0998741469166454	0.181744362874539	FALSE
84	NIEPOLOMICE	2019	3	1600_2000	0	0	0	0	0.0119047619047619	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	-0.0594263496286327	-0.258530399067471	FALSE
85	NIEPOLOMICE	2019	3	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746484	0.00355096869751014	FALSE
86	NIEPOLOMICE	2019	4	0000_0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113636363636364	-0.173116436244961	0.10326757584663	FALSE
87	NIEPOLOMICE	2019	4	0400_0800	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0.0113636363636364	-0.18411833905885	-0.11896561801975	FALSE
88	NIEPOLOMICE	2019	4	0800_1200	0	0	0	0	0.0119047619047619	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.0115830115830116	0	0	0	0.0113636363636364	-0.202119151489302	-0.267020754991097	FALSE
89	NIEPOLOMICE	2019	4	1200_1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0.0113636363636364	-0.0203831625128517	0.0649558066655708	FALSE
90	NIEPOLOMICE	2019	4	1600_2000	0	0	0.00591715976331361	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0.0113636363636364	-0.0894509440256731	0.0281682782423582	FALSE
91	NIEPOLOMICE	2019	4	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774257	0.213170226990842	FALSE
92	NIEPOLOMICE	2019	5	0400_0800	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00772200772200772	0	0	0	0	0.271413458440756	-0.238054604469416	FALSE
93	NIEPOLOMICE	2019	5	0800_1200	0	0	0.0118343195266272	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00579150579150579	0	0	0	0	-0.0731085580450857	-0.224667548101799	FALSE
94	NIEPOLOMICE	2019	5	1200_1600	0	0	0.00591715976331361	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.149472016855233	0.0600119976450633	FALSE
95	NIEPOLOMICE	2019	5	1600_2000	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.000241248217721691	-0.234702158833157	FALSE
96	NIEPOLOMICE	2019	5	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746485	0.00355096869751013	FALSE
97	NIEPOLOMICE	2019	6	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00193050193050193	0	0	0	0	0.0586084565026642	-0.0928102165547197	FALSE
98	NIEPOLOMICE	2019	6	0800_1200	0	0	0.0118343195266272	0	0	0.00169204737732657	0	0	0	0	0	1	0	0	0	0	0.00193050193050193	0	0	0	0.0113636363636364	-0.0736323474341451	0.164093048738584	FALSE
99	NIEPOLOMICE	2019	6	1200_1600	0	0	0	0	0	0.00676818950930626	0	0	0	0	0	0	0	0	0	0.0170940170940171	0.00386100386100386	0	0	0	0	-0.0940524903934824	-0.254467269544319	FALSE
100	NIEPOLOMICE	2019	6	1600_2000	0	0	0	0	0	0.00169204737732657	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.057631434408949	0.156248927366003	FALSE
101	NIEPOLOMICE	2019	6	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774257	0.213170226990842	FALSE
102	NIEPOLOMICE	2020	1	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746484	0.00355096869751013	FALSE
103	NIEPOLOMICE	2020	1	0800_1200	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0.5	0	0.00193050193050193	0	0	0	0	-0.0591480280489057	0.164292260936375	FALSE
104	NIEPOLOMICE	2020	1	1200_1600	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00386100386100386	0	0	0	0	0.0965240203754491	-0.267612495896127	FALSE
105	NIEPOLOMICE	2020	1	1600_2000	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	-0.0387180306153381	-0.147506996484715	FALSE
106	NIEPOLOMICE	2020	1	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774257	0.213170226990842	FALSE
107	NIEPOLOMICE	2020	2	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	-0.115761271654807	0.252986440260618	FALSE
108	NIEPOLOMICE	2020	2	0800_1200	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00965250965250965	0	0	0	0	0.0189431327069506	-0.313586901075368	FALSE
109	NIEPOLOMICE	2020	2	1200_1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00965250965250965	0	0	0	0	0.228295244325291	-0.151535857085568	FALSE
110	NIEPOLOMICE	2020	2	1600_2000	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0.0113636363636364	-0.166852873837024	-0.210724783622093	FALSE
111	NIEPOLOMICE	2020	3	0800_1200	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00965250965250965	0	0	0	0	0.165442067329198	-0.278719691634097	TRUE
112	NIEPOLOMICE	2020	3	1200_1600	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0.5	0	0	0.0170940170940171	0.00965250965250965	0	0	0	0	-0.0866358389088737	0.151652037552685	TRUE
113	NIEPOLOMICE	2020	3	1600_2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774257	0.213170226990842	TRUE
114	NIEPOLOMICE	2020	3	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774257	0.213170226990842	TRUE
115	NIEPOLOMICE	2020	4	0000_0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774258	0.213170226990842	TRUE
116	NIEPOLOMICE	2020	4	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746485	0.00355096869751013	TRUE
117	NIEPOLOMICE	2020	4	0800_1200	0	0	0.0177514792899408	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.0115830115830116	0	0	0	0	-0.0635792644490786	-0.128127452523514	TRUE
118	NIEPOLOMICE	2020	4	1200_1600	0	0	0.00591715976331361	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135135135135135	0	0	0	0	0.0383982090293343	-0.131539396032448	TRUE
