Gmina	year	month	time_range	badger	beaver	birds	deer	dog	domestic.cat	goat	hare	hedgehog	horse	jackal	moose	racoon.dog	rat	red.deer	red.fox	roe.deer	squirrel	stone.marten	weasel	wild.boar	mds1	mds2	lockdown
119	NIEPOLOMICE	2020	4	1600_2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0.0113636363636364	-0.000337697070337928	-0.082547469124881	TRUE
120	NIEPOLOMICE	2020	4	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746485	0.0035509686975101	TRUE
121	NIEPOLOMICE	2020	5	0000_0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774258	0.213170226990842	TRUE
122	NIEPOLOMICE	2020	5	0400_0800	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366970148500245	-0.0106355491621261	TRUE
123	NIEPOLOMICE	2020	5	0800_1200	0	0	0	0	0	0.0050761421319797	0	0	0	0	0	0	0	0	0	0	0.00772200772200772	0	0	0	0	0.15793350677539	-0.298492281868073	TRUE
124	NIEPOLOMICE	2020	5	1200_1600	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00772200772200772	0	0	0	0	0.271413458440756	-0.238054604469416	TRUE
125	NIEPOLOMICE	2020	5	1600_2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0	0.376149320630264	-0.0996083083728647	TRUE
126	NIEPOLOMICE	2020	5	2000_0000	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0892269713678416	0.263780225384645	TRUE
127	NIEPOLOMICE	2020	6	0000_0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774257	0.213170226990842	FALSE
128	NIEPOLOMICE	2020	6	0800_1200	0	0	0	0	0	0.00846023688663283	0	0.0285714285714286	0.032258064516129	0	0	0	0	0	0	0.00854700854700855	0.00386100386100386	0	0	0	0	-0.22968883507036	0.0875006008090082	FALSE
129	NIEPOLOMICE	2020	6	1200_1600	0	0	0.0118343195266272	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.0710622753509508	-0.0360641287378943	FALSE
130	NIEPOLOMICE	2020	6	1600_2000	0	0	0.00591715976331361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0878843047073117	0.0834140430505223	FALSE
131	WIELICZKA	2019	1	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746485	0.00355096869751008	FALSE
132	WIELICZKA	2019	1	0800_1200	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0.0113636363636364	-0.0272642917584649	-0.185383456826396	FALSE
133	WIELICZKA	2019	1	1200_1600	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00193050193050193	0	0	0	0	0.0253936193931877	-0.223850478608488	FALSE
134	WIELICZKA	2019	1	1600_2000	0	0	0	0	0.0119047619047619	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	-0.0276239548435101	-0.33045353588254	FALSE
135	WIELICZKA	2019	2	0400_0800	0	0	0.00591715976331361	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.137151434595908	-0.205732019222473	FALSE
136	WIELICZKA	2019	2	0800_1200	0	0	0	0	0.0119047619047619	0.00846023688663283	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00772200772200772	0	0	0	0	-0.203281754475861	-0.391379267967157	FALSE
137	WIELICZKA	2019	2	1200_1600	0	0	0	0	0.0119047619047619	0.00676818950930626	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	-0.108858407800398	-0.269928308823275	FALSE
138	WIELICZKA	2019	2	1600_2000	0	0.111111111111111	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0.0170940170940171	0.00193050193050193	0	0	0	0	-0.13997623505804	0.18418075710725	FALSE
139	WIELICZKA	2019	3	0400_0800	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.424422013917147	-0.133675151788925	FALSE
140	WIELICZKA	2019	3	0800_1200	0	0	0.00591715976331361	0	0.0119047619047619	0.00676818950930626	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	-0.136604100521087	-0.308244806910118	FALSE
141	WIELICZKA	2019	3	1200_1600	0	0	0	0	0	0.00846023688663283	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.105428553012788	-0.120899870006354	FALSE
142	WIELICZKA	2019	3	1600_2000	0	0	0	0	0	0.0050761421319797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0315008814810573	-0.0996733482421506	FALSE
143	WIELICZKA	2019	3	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774258	0.213170226990842	FALSE
144	WIELICZKA	2019	4	0400_0800	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.335133221738167	-0.206668641458485	FALSE
145	WIELICZKA	2019	4	0800_1200	0	0	0	0	0.0119047619047619	0.00846023688663283	0	0	0	0	0	0	0	0	0	0	0.00772200772200772	0	0	0	0	-0.123768649285757	-0.357363765107023	FALSE
146	WIELICZKA	2019	4	1200_1600	0	0	0	0	0.0119047619047619	0.00676818950930626	0	0	0	0	0	0	0	0	0	0.0170940170940171	0.00579150579150579	0	0	0	0	-0.224510604518638	-0.339740522060451	FALSE
147	WIELICZKA	2019	4	1600_2000	0	0	0	0	0	0.0050761421319797	0	0	0	0	0	0	0	0	0	0.0170940170940171	0.00965250965250965	0	0	0	0	-0.108868036867531	-0.285466463789314	FALSE
148	WIELICZKA	2019	4	2000_0000	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.423069980637598	0.0315317836059747	FALSE
149	WIELICZKA	2019	5	0400_0800	0	0	0.00591715976331361	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00772200772200772	0	0	0	0.0113636363636364	-0.10367744177686	-0.191647126889071	FALSE
150	WIELICZKA	2019	5	0800_1200	0	0	0.00591715976331361	0	0	0.00676818950930626	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00386100386100386	0	0	0	0	-0.0795726619137398	-0.289211798038504	FALSE
151	WIELICZKA	2019	5	1200_1600	0	0	0.00591715976331361	0	0.0119047619047619	0.0050761421319797	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0	-0.129067915826569	-0.337574717760388	FALSE
152	WIELICZKA	2019	5	1600_2000	0	0.111111111111111	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	-0.0780548547447441	0.212514022916613	FALSE
153	WIELICZKA	2019	5	2000_0000	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366970148500245	-0.0106355491621261	FALSE
154	WIELICZKA	2019	6	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746485	0.00355096869751008	FALSE
155	WIELICZKA	2019	6	0800_1200	0	0	0	0	0	0.0101522842639594	0	0.0571428571428571	0	0	0	0	0	0	0	0.00854700854700855	0.00386100386100386	0	0	0	0	-0.203368150172003	0.0424943061364822	FALSE
156	WIELICZKA	2019	6	1200_1600	0	0	0.0118343195266272	0	0	0.00169204737732657	0	0.0285714285714286	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	-0.122737369434964	0.0556815287979594	FALSE
157	WIELICZKA	2019	6	1600_2000	0	0.111111111111111	0.00591715976331361	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0.0113636363636364	-0.149103015272118	0.217014077223481	FALSE
158	WIELICZKA	2019	6	2000_0000	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433904580336863	-0.0813343115992246	FALSE
159	WIELICZKA	2020	1	0800_1200	0	0	0.00591715976331361	0	0.0119047619047619	0.0050761421319797	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00386100386100386	0	0	0	0.0113636363636364	-0.282795792185075	-0.285127210715446	FALSE
160	WIELICZKA	2020	1	1200_1600	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0.5	0	0	0	0.00386100386100386	0	0	0	0.0113636363636364	-0.0805059008339327	0.162340065448896	FALSE
161	WIELICZKA	2020	1	1600_2000	0	0	0.00591715976331361	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.147030672254945	-0.048824586566121	FALSE
162	WIELICZKA	2020	1	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774257	0.213170226990842	FALSE
163	WIELICZKA	2020	2	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.478135490746485	0.00355096869751007	FALSE
164	WIELICZKA	2020	2	0800_1200	0	0	0.00591715976331361	0	0.0119047619047619	0.00338409475465313	0	0.0285714285714286	0	0	0	0	0	0	0	0.00854700854700855	0.00386100386100386	0	0	0	0	-0.255439491092106	-0.129142816775191	FALSE
165	WIELICZKA	2020	2	1200_1600	0	0	0.00591715976331361	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00386100386100386	0	0	0	0	-0.00309316888316421	-0.251853639470972	FALSE
166	WIELICZKA	2020	2	1600_2000	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00772200772200772	0	0	0	0	0.271413458440756	-0.238054604469416	FALSE
167	WIELICZKA	2020	2	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113636363636364	-0.173116436244961	0.10326757584663	FALSE
168	WIELICZKA	2020	3	0000_0400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774258	0.213170226990842	TRUE
169	WIELICZKA	2020	3	0400_0800	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0.0154440154440154	0	0	0	0.0113636363636364	-0.194427777780865	-0.185202359079455	TRUE
170	WIELICZKA	2020	3	0800_1200	0	0	0	0	0	0.00338409475465313	0	0.0285714285714286	0	0	0	0	0	0	0	0	0.00965250965250965	0	0	0	0	-0.098983149227794	-0.0292707575539197	TRUE
171	WIELICZKA	2020	3	1200_1600	0	0	0.00591715976331361	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0.0170940170940171	0.00772200772200772	0	0	0	0	-0.108423459129956	-0.245694479117157	TRUE
172	WIELICZKA	2020	3	1600_2000	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0	0.269248271531678	-0.26661835932867	TRUE
173	WIELICZKA	2020	3	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774258	0.213170226990842	TRUE
174	WIELICZKA	2020	4	0400_0800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.483485280774258	0.213170226990842	TRUE
175	WIELICZKA	2020	4	0800_1200	0	0	0	0	0	0.00169204737732657	0	0.0571428571428571	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0	-0.119684238954451	0.0977638492729207	TRUE
176	WIELICZKA	2020	4	1200_1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0	0.376149320630264	-0.0996083083728647	TRUE
177	WIELICZKA	2020	4	1600_2000	0	0	0.00591715976331361	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.149472016855233	0.0600119976450633	TRUE
178	WIELICZKA	2020	4	2000_0000	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.423069980637598	0.0315317836059747	TRUE
179	WIELICZKA	2020	5	0400_0800	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.423069980637598	0.0315317836059747	TRUE
180	WIELICZKA	2020	5	0800_1200	0	0	0.00591715976331361	0	0.0119047619047619	0.00676818950930626	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0	-0.147119031917031	-0.332639989153545	TRUE
181	WIELICZKA	2020	5	1200_1600	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0.5	0	0.00386100386100386	0	0	0	0	-0.0631274868080595	0.158480029076349	TRUE
182	WIELICZKA	2020	5	1600_2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579150579150579	0	0	0	0	0.376149320630264	-0.0996083083728647	TRUE
183	WIELICZKA	2020	5	2000_0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0.0113636363636364	-0.0203831625128519	0.0649558066655707	TRUE
184	WIELICZKA	2020	6	0400_0800	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0.00854700854700855	0.00386100386100386	0	0	0	0	0.096524020375449	-0.267612495896127	FALSE
185	WIELICZKA	2020	6	0800_1200	0	0	0	0	0.0119047619047619	0.00676818950930626	0	0.0571428571428571	0.0161290322580645	0	0	0	0	0	0	0.00854700854700855	0.00579150579150579	0	0	0	0	-0.278686844385385	0.0253542841834796	FALSE
186	WIELICZKA	2020	6	1200_1600	0	0	0	0	0	0	0	0	0.0161290322580645	0	0	0	0	0	0	0	0.00772200772200772	0	0	0	0	0.00689782161032114	-0.00905805373160892	FALSE
187	WIELICZKA	2020	6	1600_2000	0	0	0	0	0	0.00338409475465313	0	0	0	0	0	0	0	0	0	0	0.00193050193050193	0	0	0	0	0.312046072453193	-0.0689921969962785	FALSE
188	WIELICZKA	2020	6	2000_0000	0	0	0	0	0	0.00169204737732657	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0	0	0	0.424422013917147	-0.133675151788925	FALSE
