term	A_lockdown	A_region	B_lockdown	B_region	null.value	estimate	conf.low	conf.high	adj.p.value	animal	FDR	significance
147	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	-0.00261358347355984	-0.0123747224838394	0.00714755553671972	0.972014778420153	hedgehog	1	FALSE
148	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	-0.0106520614110747	-0.0206527059655827	-0.000651416856566727	0.029465387050564	hedgehog	0.162492849200868	FALSE
149	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	-0.0113851992409867	-0.0235831363846014	0.000812737902627991	0.0825216908339078	hedgehog	0.387975113622104	FALSE
150	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	-0.0106171500858408	-0.0206839346171395	-0.00055036555454206	0.0321594058478134	hedgehog	0.1716985227468	FALSE
151	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	-0.0113851992409867	-0.0235831363846014	0.000812737902627991	0.0825216908339078	hedgehog	0.387975113622104	FALSE
152	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	-0.000733137829912023	-0.0109567218101684	0.00949044615034434	0.999947561969087	hedgehog	1	FALSE
153	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	3.49113252339059e-05	-0.00751969982567086	0.00758952247613867	0.99999999994032	hedgehog	1	FALSE
154	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	-0.000733137829912023	-0.0109567218101684	0.00949044615034434	0.999947561969087	hedgehog	1	FALSE
155	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0.000768049155145929	-0.0095202416987977	0.0110563400090896	0.999936014677016	hedgehog	1	FALSE
156	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0123813750631875	0.0123813750631875	1	hedgehog	1	FALSE
157	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	-0.000768049155145929	-0.0110563400090896	0.0095202416987977	0.999936014677016	hedgehog	1	FALSE
158	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	-0.0188679245283019	-0.0778141920671392	0.0400783430105354	0.940455235625269	horse	1	FALSE
159	lockdown:Gmina	FALSE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0188679245283019	-0.0619990986250065	0.0242632495684027	0.806215184456069	horse	1	FALSE
160	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0188679245283019	-0.0791927821577865	0.0414569331011827	0.945855341950892	horse	1	FALSE
161	lockdown:Gmina	FALSE	WIELICZKA	FALSE	KRAKOW	0	-0.0188679245283019	-0.0625566030990841	0.0248207540424803	0.814550470332641	horse	1	FALSE
162	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	-0.0188679245283019	-0.0791927821577865	0.0414569331011827	0.945855341950892	horse	1	FALSE
163	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0603926108264654	0.0603926108264654	1	horse	1	FALSE
164	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0736617791768177	0.0736617791768177	1	horse	1	FALSE
165	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	0	-0.060792021670099	0.060792021670099	1	horse	1	FALSE
166	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	0	-0.0736617791768177	0.0736617791768177	1	horse	1	FALSE
167	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	0	-0.061738913447633	0.061738913447633	1	horse	1	FALSE
168	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.0456213285748875	0.0456213285748875	1	horse	1	FALSE
169	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.061738913447633	0.061738913447633	1	horse	1	FALSE
170	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0621296699652847	0.0621296699652847	1	horse	1	FALSE
171	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0747695372645281	0.0747695372645281	1	horse	1	FALSE
172	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	0	-0.0621296699652847	0.0621296699652847	1	horse	1	FALSE
173	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	-0.0188679245283019	-0.0778141920671392	0.0400783430105354	0.940455235625269	jackal	1	FALSE
174	lockdown:Gmina	FALSE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0188679245283019	-0.0619990986250065	0.0242632495684027	0.806215184456069	jackal	1	FALSE
175	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0188679245283019	-0.0791927821577865	0.0414569331011827	0.945855341950892	jackal	1	FALSE
176	lockdown:Gmina	FALSE	WIELICZKA	FALSE	KRAKOW	0	-0.0188679245283019	-0.0625566030990841	0.0248207540424803	0.814550470332641	jackal	1	FALSE
177	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	-0.0188679245283019	-0.0791927821577865	0.0414569331011827	0.945855341950892	jackal	1	FALSE
178	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0603926108264654	0.0603926108264654	1	jackal	1	FALSE
179	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0736617791768177	0.0736617791768177	1	jackal	1	FALSE
180	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	0	-0.060792021670099	0.060792021670099	1	jackal	1	FALSE
181	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	0	-0.0736617791768177	0.0736617791768177	1	jackal	1	FALSE
182	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	0	-0.061738913447633	0.061738913447633	1	jackal	1	FALSE
183	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.0456213285748875	0.0456213285748875	1	jackal	1	FALSE
184	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.061738913447633	0.061738913447633	1	jackal	1	FALSE
185	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0621296699652847	0.0621296699652847	1	jackal	1	FALSE
186	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0747695372645281	0.0747695372645281	1	jackal	1	FALSE
187	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	0	-0.0621296699652847	0.0621296699652847	1	jackal	1	FALSE
188	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	0	-0.0588302187753225	0.0588302187753225	1	moose	1	FALSE
189	lockdown:Gmina	FALSE	NIEPOLOMICE	FALSE	KRAKOW	0	0.0227272727272727	-0.0203189881148383	0.0657735335693838	0.651390662657585	moose	1	FALSE
190	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	0	-0.0602060948065035	0.0602060948065035	1	moose	1	FALSE
191	lockdown:Gmina	FALSE	WIELICZKA	FALSE	KRAKOW	0	0	-0.0436026677453402	0.0436026677453402	1	moose	1	FALSE
192	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	0	-0.0602060948065035	0.0602060948065035	1	moose	1	FALSE
193	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	0.0227272727272727	-0.0375464418890598	0.0830009873436053	0.8864312150364	moose	1	FALSE
194	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0735167596743336	0.0735167596743336	1	moose	1	FALSE
195	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	0	-0.0606723391313915	0.0606723391313915	1	moose	1	FALSE
196	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	0	-0.0735167596743336	0.0735167596743336	1	moose	1	FALSE
197	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	-0.0227272727272727	-0.0843446394703306	0.0388900940157851	0.895555954563503	moose	1	FALSE
198	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	-0.0227272727272727	-0.068258785627783	0.0228042401732375	0.703955496699981	moose	1	FALSE
199	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	-0.0227272727272727	-0.0843446394703306	0.0388900940157851	0.895555954563503	moose	1	FALSE
200	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0620073539700894	0.0620073539700894	1	moose	1	FALSE
201	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0746223368952696	0.0746223368952696	1	moose	1	FALSE
202	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	0	-0.0620073539700894	0.0620073539700894	1	moose	1	FALSE
203	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	0	-0.041162185545551	0.041162185545551	1	racoon.dog	1	FALSE
204	lockdown:Gmina	FALSE	NIEPOLOMICE	FALSE	KRAKOW	0	0	-0.0301185039374426	0.0301185039374426	1	racoon.dog	1	FALSE
205	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	0.03125	-0.010874855167764	0.073374855167764	0.273245875342552	racoon.dog	1	FALSE
206	lockdown:Gmina	FALSE	WIELICZKA	FALSE	KRAKOW	0	0.0119047619047619	-0.0186030474724074	0.0424125712819313	0.870910274597167	racoon.dog	1	FALSE
207	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	0	-0.042124855167764	0.042124855167764	1	racoon.dog	1	FALSE
208	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0421721672331733	0.0421721672331733	1	racoon.dog	1	FALSE
209	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	0.03125	-0.020188029050675	0.082688029050675	0.500825298973826	racoon.dog	1	FALSE
210	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	0.0119047619047619	-0.0305463139674311	0.0543558377769549	0.96581768288027	racoon.dog	1	FALSE
211	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	0	-0.051438029050675	0.051438029050675	1	racoon.dog	1	FALSE
212	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	0.03125	-0.0118622905116565	0.0743622905116565	0.298291077529259	racoon.dog	1	FALSE
213	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	0.0119047619047619	-0.019952617197262	0.0437621410067858	0.890234542532899	racoon.dog	1	FALSE
214	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.0431122905116565	0.0431122905116565	1	racoon.dog	1	FALSE
215	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	-0.0193452380952381	-0.0627303939290647	0.0240399177385885	0.793288074552926	racoon.dog	1	FALSE
216	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	-0.03125	-0.0834615766534283	0.0209615766534283	0.517807517937646	racoon.dog	1	FALSE
217	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	-0.0119047619047619	-0.0552899177385885	0.0314803939290647	0.968876461077355	racoon.dog	1	FALSE
218	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	0.00887902330743618	-0.00864779866257147	0.0264058452774438	0.690600218853676	rat	1	FALSE
219	lockdown:Gmina	FALSE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0121293800539084	-0.0249538122243131	0.000695052116496337	0.0753940952689529	rat	0.371080312651878	FALSE
220	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0121293800539084	-0.0300661058922563	0.0058073457844396	0.376717568654163	rat	1	FALSE
221	lockdown:Gmina	FALSE	WIELICZKA	FALSE	KRAKOW	0	-0.0121293800539084	-0.0251195781340579	0.000860818026241213	0.0823063876578207	rat	0.387975113622104	FALSE
222	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	-0.0121293800539084	-0.0300661058922563	0.0058073457844396	0.376717568654163	rat	1	FALSE
223	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	-0.0210084033613445	-0.0389652746350349	-0.00305153208765415	0.0116592289029013	rat	0.0706280212387289	FALSE
224	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	-0.0210084033613445	-0.0429106703500979	0.000893863627408824	0.0682944968704721	rat	0.346980105067721	FALSE
225	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	-0.0210084033613445	-0.0390840336852945	-0.00293277303739462	0.012518064959594	rat	0.0743998200428697	FALSE
226	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	-0.0210084033613445	-0.0429106703500979	0.000893863627408824	0.0682944968704721	rat	0.346980105067721	FALSE
227	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	0	-0.0183571749289373	0.0183571749289373	1	rat	1	FALSE
228	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.0135648436678447	0.0135648436678447	1	rat	1	FALSE
229	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.0183571749289373	0.0183571749289373	1	rat	1	FALSE
230	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0184733607402609	0.0184733607402609	1	rat	1	FALSE
231	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0222316428695306	0.0222316428695306	1	rat	1	FALSE
232	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	0	-0.0184733607402609	0.0184733607402609	1	rat	1	FALSE
233	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	0	-0.0411738231441849	0.0411738231441849	1	red.deer	1	FALSE
234	lockdown:Gmina	FALSE	NIEPOLOMICE	FALSE	KRAKOW	0	0.0113636363636364	-0.0187633828422652	0.0414906555695379	0.886291171473447	red.deer	1	FALSE
235	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	0	-0.0421367649376282	0.0421367649376282	1	red.deer	1	FALSE
236	lockdown:Gmina	FALSE	WIELICZKA	FALSE	KRAKOW	0	0	-0.0305164347121953	0.0305164347121953	1	red.deer	1	FALSE
237	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	0.03125	-0.0108867649376282	0.0733867649376282	0.273546981765922	red.deer	1	FALSE
238	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	0.0113636363636364	-0.0308204540157274	0.0535477267430002	0.971267249171288	red.deer	1	FALSE
239	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0514525718920882	0.0514525718920882	1	red.deer	1	FALSE
240	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	0	-0.0424630778729622	0.0424630778729622	1	red.deer	1	FALSE
241	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	0.03125	-0.0202025718920882	0.0827025718920882	0.501148325764738	red.deer	1	FALSE
242	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	-0.0113636363636364	-0.0544881158182878	0.0317608430910151	0.973899665863199	red.deer	1	FALSE
243	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	-0.0113636363636364	-0.0432300223584334	0.0205027496311607	0.908309548982394	red.deer	1	FALSE
244	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	0.0198863636363636	-0.0232381158182878	0.0630108430910151	0.769010152592181	red.deer	1	FALSE
245	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0433974219228005	0.0433974219228005	1	red.deer	1	FALSE
246	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0.03125	-0.0209763381964581	0.0834763381964581	0.51812758008554	red.deer	1	FALSE
247	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	0.03125	-0.0121474219228005	0.0746474219228005	0.305541559269956	red.deer	1	FALSE
248	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	0.000578654296745307	-0.00522526043015438	0.00638256902364499	0.999733678939063	red.fox	1	FALSE
249	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	-0.00106837606837607	-0.00714725780156493	0.00501050566481279	0.995889435852898	red.fox	1	FALSE
250	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	0.000915750915750916	-0.00357617557649161	0.00540767740799344	0.991783518942759	red.fox	1	FALSE
251	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	-0.00106837606837607	-0.00714725780156493	0.00501050566481279	0.995889435852898	red.fox	1	FALSE
252	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0.00198412698412698	-0.00413322906816845	0.00810148303642242	0.937155871711531	red.fox	1	FALSE
253	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.00736189137280241	0.00736189137280241	1	red.fox	1	FALSE
254	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	-0.00198412698412698	-0.00810148303642242	0.00413322906816845	0.937155871711531	red.fox	1	FALSE
255	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	0.000595648764350208	-0.00258768542568518	0.00377898295438559	0.994483804605464	roe.deer	1	FALSE
256	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.00203749908938588	-0.00529528265769123	0.00122028447891947	0.467414143715152	roe.deer	1	FALSE
257	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	-0.00252012457201136	-0.00577790814031671	0.000737658996293985	0.230042053695438	roe.deer	0.945677504283389	FALSE
258	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	-0.00263314785373609	-0.00661117852375102	0.00134488281627884	0.40149255963549	roe.deer	1	FALSE
259	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	-0.00311577333636157	-0.0070938040063765	0.000862257333653358	0.217813843781297	roe.deer	0.914818143881449	FALSE
260	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	0.00222665847665848	-0.00110748976103946	0.00556080671435641	0.391173867452148	roe.deer	1	FALSE
261	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	0.000612161326447041	-0.00185157286930323	0.00307589552219731	0.979853137514184	roe.deer	1	FALSE
262	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	0.00174403299403299	-0.00159011524366494	0.00507818123173093	0.660458660264184	roe.deer	1	FALSE
263	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	-0.00161449715021144	-0.00496974780260934	0.00174075350218646	0.735428304789182	roe.deer	1	FALSE
264	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	-0.000482625482625483	-0.00452047951961735	0.00355522855436639	0.999353833272165	roe.deer	1	FALSE
265	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	0.00113187166758595	-0.00222337898481195	0.00448712231998385	0.926355247629383	roe.deer	1	FALSE
266	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	-0.0105702658421859	-0.0246338057536837	0.00349327406931186	0.259446743565947	squirrel	1	FALSE
267	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0161725067385445	-0.0305649539340979	-0.00178005954299109	0.0177532617313191	squirrel	0.101677771733918	FALSE
268	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	-0.0161725067385445	-0.0305649539340979	-0.00178005954299109	0.0177532617313191	squirrel	0.101677771733918	FALSE
269	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	-0.00451998981410746	-0.0189286017276261	0.00988862209941121	0.945188512175204	squirrel	1	FALSE
270	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	-0.00560224089635854	-0.0231766423751726	0.0119721605824555	0.941450288714189	squirrel	1	FALSE
271	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	-0.00560224089635854	-0.0201061451935184	0.0089016634008013	0.875705568391971	squirrel	1	FALSE
272	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	-0.00560224089635854	-0.0231766423751726	0.0119721605824555	0.941450288714189	squirrel	1	FALSE
273	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	-0.00108225108225108	-0.0158120670590002	0.013647564894498	0.999940862498758	squirrel	1	FALSE
274	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	-0.00108225108225108	-0.0119666955435694	0.00980219337906723	0.999737195215838	squirrel	1	FALSE
275	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	-0.00108225108225108	-0.0158120670590002	0.013647564894498	0.999940862498758	squirrel	1	FALSE
276	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0148230435908309	0.0148230435908309	1	squirrel	1	FALSE
277	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0178386930231181	0.0178386930231181	1	squirrel	1	FALSE
278	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	0	-0.0148230435908309	0.0148230435908309	1	squirrel	1	FALSE
279	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	-0.0188679245283019	-0.0522396770196862	0.0145038279630824	0.580819123023273	stone.marten	1	FALSE
280	lockdown:Gmina	FALSE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0188679245283019	-0.0432861434709973	0.00555029441439357	0.231165612158162	stone.marten	0.945677504283389	FALSE
281	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0188679245283019	-0.0530201499692558	0.015284300912652	0.605364516224582	stone.marten	1	FALSE
282	lockdown:Gmina	FALSE	WIELICZKA	FALSE	KRAKOW	0	-0.0188679245283019	-0.0436017682272128	0.00586591917060902	0.244126456046867	stone.marten	0.985895303266194	FALSE
283	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	-0.0188679245283019	-0.0530201499692558	0.015284300912652	0.605364516224582	stone.marten	1	FALSE
284	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0341905831354195	0.0341905831354195	1	stone.marten	1	FALSE
285	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0417027704280706	0.0417027704280706	1	stone.marten	1	FALSE
286	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	0	-0.0344167049981369	0.0344167049981369	1	stone.marten	1	FALSE
287	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	0	-0.0417027704280706	0.0417027704280706	1	stone.marten	1	FALSE
288	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	0	-0.0349527769048979	0.0349527769048979	1	stone.marten	1	FALSE
289	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.0258279913062549	0.0258279913062549	1	stone.marten	1	FALSE
290	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.0349527769048979	0.0349527769048979	1	stone.marten	1	FALSE
291	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0351739992203375	0.0351739992203375	1	stone.marten	1	FALSE
292	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0423299149491219	0.0423299149491219	1	stone.marten	1	FALSE
293	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	0	-0.0351739992203375	0.0351739992203375	1	stone.marten	1	FALSE
294	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	-0.0188679245283019	-0.0778141920671392	0.0400783430105354	0.940455235625269	weasel	1	FALSE
295	lockdown:Gmina	FALSE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0188679245283019	-0.0619990986250065	0.0242632495684027	0.806215184456069	weasel	1	FALSE
296	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	KRAKOW	0	-0.0188679245283019	-0.0791927821577865	0.0414569331011827	0.945855341950892	weasel	1	FALSE
297	lockdown:Gmina	FALSE	WIELICZKA	FALSE	KRAKOW	0	-0.0188679245283019	-0.0625566030990841	0.0248207540424803	0.814550470332641	weasel	1	FALSE
298	lockdown:Gmina	TRUE	WIELICZKA	FALSE	KRAKOW	0	-0.0188679245283019	-0.0791927821577865	0.0414569331011827	0.945855341950892	weasel	1	FALSE
299	lockdown:Gmina	FALSE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0603926108264654	0.0603926108264654	1	weasel	1	FALSE
300	lockdown:Gmina	TRUE	NIEPOLOMICE	TRUE	KRAKOW	0	0	-0.0736617791768177	0.0736617791768177	1	weasel	1	FALSE
301	lockdown:Gmina	FALSE	WIELICZKA	TRUE	KRAKOW	0	0	-0.060792021670099	0.060792021670099	1	weasel	1	FALSE
302	lockdown:Gmina	TRUE	WIELICZKA	TRUE	KRAKOW	0	0	-0.0736617791768177	0.0736617791768177	1	weasel	1	FALSE
303	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	0	-0.061738913447633	0.061738913447633	1	weasel	1	FALSE
304	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.0456213285748875	0.0456213285748875	1	weasel	1	FALSE
305	lockdown:Gmina	TRUE	WIELICZKA	FALSE	NIEPOLOMICE	0	0	-0.061738913447633	0.061738913447633	1	weasel	1	FALSE
306	lockdown:Gmina	FALSE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0621296699652847	0.0621296699652847	1	weasel	1	FALSE
307	lockdown:Gmina	TRUE	WIELICZKA	TRUE	NIEPOLOMICE	0	0	-0.0747695372645281	0.0747695372645281	1	weasel	1	FALSE
308	lockdown:Gmina	TRUE	WIELICZKA	FALSE	WIELICZKA	0	0	-0.0621296699652847	0.0621296699652847	1	weasel	1	FALSE
309	lockdown:Gmina	TRUE	KRAKOW	FALSE	KRAKOW	0	0.00133689839572193	-0.0051311962495712	0.00780499304101505	0.991245090917269	wild.boar	1	FALSE
310	lockdown:Gmina	TRUE	NIEPOLOMICE	FALSE	NIEPOLOMICE	0	-0.00109762396694215	-0.00787215189127164	0.00567690395738734	0.997203377527418	wild.boar	1	FALSE
311	lockdown:Gmina	FALSE	WIELICZKA	FALSE	NIEPOLOMICE	0	-0.000184474616292798	-0.00519044163315217	0.00482149240056658	0.999998086871723	wild.boar	1	FALSE
